spotify_artist_uri,artist_mbid
spotify:artist:00FQb4jTyendYWaN8pK0wa,b7539c32-53e7-4908-bda3-81449c367da6
spotify:artist:01XYiBYaoMJcNhPokrg0l0,06bb5fcc-f2b3-428d-b8e7-079060311b6d
spotify:artist:01wau5CL3Z1vfJJWkzBkqg,be547bca-8718-4762-bf1b-34a3bdb4938f
spotify:artist:02kJSzxNuaWGqwubyUba0Z,db48610c-6d8f-4d10-90ca-c4d14bb1a8b1
spotify:artist:03EYBMnqSchCMp5D9qmFXi,7cd536a1-8d66-49e3-bf14-e1be74a06363
spotify:artist:04L3elxyr0XFua2Ek3domW,8b8cacfb-60a6-4a37-b17e-53d73fad89cb
spotify:artist:04gDigrS5kc9YWfZHwBETP,0ab49580-c84f-44d4-875f-d83760ea2cfe
spotify:artist:05CRzFTp7TouOXPuH6Tapu,1660ce38-035f-498d-bdfc-5b5a2afc7ee4
spotify:artist:05MlomiA9La0OiNIAGqECk,0934b25a-8293-4277-a6db-ee0ad0adbfc8
spotify:artist:06HL4z0CvFAxyc27GXpf02,20244d07-534f-4eff-b4d4-930878889970
spotify:artist:07YZf4WDAMNwqr4jfgOZ8y,6de0f914-3e60-4418-be3b-42e0feb6eb4d
spotify:artist:08GQAI4eElDnROBrJRGE0X,bd13909f-1c29-4c27-a874-d4aaf27c5b1a
spotify:artist:0AepkoQhYvkjEzzwIcGxdV,ca4d7350-e835-4af6-9cbd-1e012e597de4
spotify:artist:0AythHu8oDXnRGp8qviBPj,5c4b81e7-a132-4ae1-b9db-e477def26f2d
spotify:artist:0B3I6YgdnfXehUCpsO6oB8,f2911ba4-9eaf-4ae2-b7a2-0f27b7a955be
spotify:artist:0BqRGrwqndrtNkojXiqIzL,3651544b-372b-436e-99a0-ffc43f477a1c
spotify:artist:0BqURncJM5B1BBu7UM51eq,67375a28-2956-453e-b6c6-fafece47021d
spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx,e4bc69e2-a064-4f93-ada1-f7f209cc1cc3
spotify:artist:0CJkEzffVZLgav03xXeC9s,42976ddb-0ad5-4baa-9304-f31d7d84e3e0
spotify:artist:0CmvFWTX9zmMNCUi6fHtAx,527973c7-9a9f-40bf-a52c-8cc2a7115c1a
spotify:artist:0ECwFtbIWEVNwjlrfc6xoL,f46bd570-5768-462e-b84c-c7c993bbf47e
spotify:artist:0EmeFodog0BfCgMzAIvKQp,bf24ca37-25f4-4e34-9aec-460b94364cfc
spotify:artist:0FRUZvZNPzM3YJMABJxf2K,c27f4400-6fc4-41bc-bdb9-e847e8370ea5
spotify:artist:0G7KI9I5BApiXc5Sqpyil9,491d404c-78a1-4fc6-b273-52058d1aadfc
spotify:artist:0HS00NN7MAfF59aJnfcxSO,f08fd716-8047-4fb2-a25a-d06caa896f48
spotify:artist:0IwZVmMMGE7nNXS7vN9SIo,e148e786-f078-49e2-a9fb-fd044bd68905
spotify:artist:0IznZPMUyaPGdqfP4oqBja,b9880049-93f3-4791-a718-20a2891b1d96
spotify:artist:0K4MGKGmjtdIE0W3GkGmyU,16f456c9-e23b-4675-ab6a-fd295712c256
spotify:artist:0K4MGKGmjtdIE0W3GkGmyU,53c57755-d90d-4a24-8d97-61e9c94e3d45
